interaction_id,user_id,session_id,request_ts,intent,tool_used,model_name,input_tokens,output_tokens,latency_ms,response_status,resolved_by_agent,escalated_to_human,satisfaction_score
I00000896,U001276,S000482_01,2026-01-09 20:25:00,Flashcards,flashcard_maker,navi-mini,430,494,4583,success,1,0,3.0
I00000756,U000001,S000413_01,2026-01-09 20:55:00,Study Plan,none,navi-mini,233,493,1934,success,0,1,
I00000588,U000356,S000314_01,2026-01-09 21:02:00,Quiz Generation,none,navi-mini,190,864,2933,success,0,1,
I00000411,U001545,S000232_01,2026-01-09 21:10:00,Homework Help,calculator,navi-mini,215,602,3353,success,1,0,3.0
I00000021,U004769,S000019_07,2026-01-09 21:18:00,Summarization,document_reader,navi-mini,289,475,3107,success,1,0,
I00000525,U000085,S000279_05,2026-01-09 21:19:00,Summarization,document_reader,navi-mini,290,169,1757,success,0,0,5.0
I00000318,U001654,S000187_03,2026-01-09 21:42:00,Homework Help,none,navi-mini,194,180,1469,success,1,0,3.0
I00000437,U004503,S000243_02,2026-01-09 22:14:00,Flashcards,flashcard_maker,navi-mini,268,216,1839,success,1,0,4.0
I00000703,U004757,S000383_04,2026-01-09 22:28:00,Homework Help,none,navi-mini,409,172,1314,success,1,0,
I00000405,U001214,S000229_03,2026-01-09 22:57:00,Study Plan,calendar_planner,navi-pro,284,286,3152,success,1,0,
I00001119,U002302,S000611_02,2026-01-10 07:16:00,Summarization,none,navi-mini,407,742,2943,success,1,0,5.0
I00000546,U003800,S000287_03,2026-01-10 07:28:00,General Q&A,web_search,navi-mini,296,298,2363,success,1,0,4.0
I00000270,U004117,S000165_01,2026-01-10 07:34:00,Summarization,document_reader,navi-mini,232,385,3195,success,1,0,
I00000496,U003371,S000266_07,2026-01-10 07:42:00,Homework Help,calculator,navi-mini,313,165,2061,success,0,1,3.0
I00000897,U001276,S000482_02,2026-01-10 07:43:00,Summarization,document_reader,navi-mini,83,482,4055,success,1,0,
I00000190,U004043,S000129_04,2026-01-10 07:51:00,Homework Help,calculator,navi-mini,451,207,2127,success,1,0,
I00000144,U002043,S000107_05,2026-01-10 07:53:00,Quiz Generation,quiz_generator,navi-mini,323,392,2930,success,1,0,
I00000564,U002546,S000295_02,2026-01-10 08:00:00,Homework Help,calculator,navi-mini,271,465,3206,success,0,0,
I00000812,U001234,S000448_01,2026-01-10 09:21:00,Flashcards,flashcard_maker,navi-mini,324,832,4543,success,1,0,4.0
I00000763,U000677,S000414_02,2026-01-10 09:30:00,Homework Help,none,navi-mini,304,1256,3791,success,1,0,
I00000287,U002498,S000175_06,2026-01-10 09:53:00,Study Plan,none,navi-mini,505,738,3806,success,1,0,
I00001157,U003998,S000639_01,2026-01-10 10:43:00,Homework Help,none,navi-pro,386,644,3872,success,1,0,4.0
I00000778,U004990,S000424_02,2026-01-10 11:05:00,Study Plan,none,navi-mini,324,404,2349,success,0,0,
I00000788,U000523,S000429_01,2026-01-10 11:15:00,General Q&A,web_search,navi-mini,167,338,2503,success,1,0,
I00001013,U002125,S000546_01,2026-01-10 11:17:00,Study Plan,none,navi-pro,430,831,4044,success,1,0,4.0
I00000813,U001234,S000448_02,2026-01-10 11:25:00,Quiz Generation,none,navi-mini,192,930,3203,success,1,0,4.0
I00000143,U002043,S000107_04,2026-01-10 11:26:00,Study Plan,none,navi-pro,274,563,3129,success,0,0,5.0
I00001084,U004088,S000585_01,2026-01-10 11:55:00,Summarization,document_reader,navi-mini,111,1156,5599,success,0,0,2.0
I00000224,U002833,S000136_05,2026-01-10 12:00:00,Study Plan,calendar_planner,navi-mini,291,706,3412,success,0,0,
I00000283,U004457,S000173_02,2026-01-10 12:09:00,Study Plan,none,navi-mini,392,1091,4001,success,1,0,4.0
I00000795,U003615,S000438_01,2026-01-10 12:11:00,Homework Help,none,navi-mini,573,845,3560,success,1,0,
I00001129,U001181,S000618_01,2026-01-10 12:45:00,Summarization,document_reader,navi-mini,81,328,2003,success,1,0,4.0
I00000225,U002833,S000136_06,2026-01-10 13:42:00,Summarization,none,navi-mini,354,337,2037,success,1,0,4.0
I00000619,U004780,S000333_02,2026-01-10 13:48:00,Study Plan,calendar_planner,navi-mini,271,888,4649,success,1,0,
I00000332,U004485,S000199_07,2026-01-10 13:55:00,General Q&A,web_search,navi-mini,745,437,3649,success,0,0,
I00001091,U003410,S000594_01,2026-01-10 14:16:00,Homework Help,none,navi-pro,444,378,2732,success,0,0,
I00000251,U001067,S000146_04,2026-01-10 14:30:00,Homework Help,none,navi-mini,181,447,1942,success,1,0,
I00000533,U000433,S000283_01,2026-01-10 15:47:00,General Q&A,web_search,navi-mini,190,442,3001,success,0,0,
I00000645,U004254,S000347_03,2026-01-10 15:57:00,Homework Help,calculator,navi-mini,242,1157,5827,success,1,0,
I00000704,U004757,S000383_05,2026-01-10 16:26:00,Summarization,document_reader,navi-mini,366,736,4166,success,0,0,
I00000517,U003228,S000277_02,2026-01-10 16:54:00,General Q&A,web_search,navi-mini,579,299,4100,success,1,0,
I00000231,U002954,S000137_03,2026-01-10 17:02:00,Flashcards,none,navi-pro,453,2020,8255,success,1,0,
I00000740,U002283,S000400_02,2026-01-10 17:08:00,Homework Help,calculator,navi-pro,372,490,4688,success,1,0,4.0
I00000160,U002088,S000122_04,2026-01-10 17:16:00,General Q&A,web_search,navi-mini,110,695,4057,success,1,0,
I00000450,U004759,S000248_05,2026-01-10 17:39:00,Flashcards,none,navi-pro,256,292,2364,timeout,0,1,
I00000604,U000314,S000324_04,2026-01-10 17:40:00,Summarization,none,navi-mini,641,1427,6139,success,1,0,
I00000191,U004043,S000129_05,2026-01-10 17:53:00,Homework Help,calculator,navi-pro,106,219,2276,success,0,0,
I00000998,U003873,S000538_01,2026-01-10 18:47:00,General Q&A,web_search,navi-mini,410,512,3164,success,1,0,4.0
I00000288,U002498,S000175_07,2026-01-10 19:12:00,Summarization,document_reader,navi-mini,257,333,3675,success,1,0,
I00000036,U000856,S000025_02,2026-01-10 19:14:00,Homework Help,calculator,navi-mini,602,457,3379,error,0,1,
I00000011,U001269,S000011_05,2026-01-10 19:15:00,Homework Help,none,navi-mini,463,512,2555,success,1,0,
I00001028,U001386,S000560_01,2026-01-10 19:20:00,Quiz Generation,none,navi-mini,191,349,1712,success,1,0,5.0
I00000643,U004254,S000347_01,2026-01-10 19:24:00,Summarization,document_reader,navi-mini,184,314,2667,success,1,0,4.0
I00000644,U004254,S000347_02,2026-01-10 19:47:00,Homework Help,none,navi-mini,589,465,2711,success,0,0,3.0
I00001086,U000046,S000592_02,2026-01-10 19:51:00,Flashcards,none,navi-mini,329,870,3424,success,1,0,5.0
I00000849,U002162,S000468_01,2026-01-10 20:22:00,General Q&A,none,navi-pro,517,814,4455,success,0,0,
I00000333,U004485,S000199_08,2026-01-10 20:23:00,Summarization,none,navi-mini,457,772,3301,success,1,0,
I00000385,U000932,S000211_04,2026-01-10 20:31:00,Quiz Generation,none,navi-mini,183,267,1415,success,1,0,
I00000271,U004117,S000165_02,2026-01-10 20:55:00,Flashcards,flashcard_maker,navi-pro,188,633,6319,success,0,0,
I00000446,U003176,S000247_02,2026-01-10 21:16:00,Flashcards,none,navi-mini,589,389,2404,timeout,0,1,
I00001031,U001177,S000564_01,2026-01-10 21:33:00,Quiz Generation,none,navi-mini,215,177,1272,success,0,0,
I00000428,U002979,S000240_02,2026-01-10 21:45:00,Study Plan,none,navi-pro,347,512,3809,success,1,0,
I00000313,U004986,S000184_04,2026-01-10 22:49:00,Homework Help,none,navi-mini,370,501,2871,success,1,0,4.0
I00000294,U004727,S000177_03,2026-01-11 07:12:00,Homework Help,none,navi-pro,159,1182,5039,success,1,0,
I00000801,U003333,S000443_02,2026-01-11 07:19:00,Quiz Generation,none,navi-mini,185,185,905,success,0,1,
I00001203,U001782,S000658_01,2026-01-11 07:21:00,Study Plan,calendar_planner,navi-mini,413,931,5181,success,1,0,
I00001115,U002682,S000603_02,2026-01-11 07:41:00,Quiz Generation,quiz_generator,navi-mini,852,347,3479,success,1,0,5.0
I00000919,U002758,S000493_02,2026-01-11 07:52:00,Flashcards,flashcard_maker,navi-mini,263,335,2193,success,1,0,
I00000057,U002987,S000033_05,2026-01-11 07:54:00,Quiz Generation,none,navi-pro,367,262,2534,success,1,0,
I00000927,U004575,S000497_01,2026-01-11 08:02:00,Summarization,document_reader,navi-pro,196,352,3344,success,1,0,
I00000470,U000708,S000263_07,2026-01-11 08:31:00,Homework Help,none,navi-mini,367,197,1869,success,1,0,
I00000552,U001996,S000288_05,2026-01-11 08:38:00,Summarization,document_reader,navi-mini,485,402,3216,success,1,0,4.0
I00001108,U001719,S000601_02,2026-01-11 09:23:00,Homework Help,none,navi-mini,241,251,1637,success,0,0,
I00000016,U004315,S000016_05,2026-01-11 09:36:00,Summarization,document_reader,navi-mini,145,502,3395,success,0,0,4.0
I00001039,U002794,S000566_01,2026-01-11 09:47:00,Quiz Generation,quiz_generator,navi-mini,165,1334,7104,success,1,0,
I00000726,U000203,S000390_03,2026-01-11 10:20:00,Homework Help,calculator,navi-mini,355,380,3145,success,0,0,4.0
I00001107,U001719,S000601_01,2026-01-11 10:22:00,Summarization,document_reader,navi-pro,332,773,4627,success,1,0,5.0
I00000199,U001533,S000131_05,2026-01-11 10:40:00,Study Plan,calendar_planner,navi-mini,228,246,1629,success,1,0,4.0
I00001255,U002165,S000685_01,2026-01-11 11:56:00,Summarization,document_reader,navi-mini,108,576,4697,success,0,0,
I00000084,U003321,S000060_02,2026-01-11 12:12:00,Homework Help,calculator,navi-mini,346,385,3013,success,1,0,4.0
I00001071,U001909,S000581_01,2026-01-11 13:08:00,Homework Help,calculator,navi-pro,527,362,4618,success,1,0,5.0
I00001025,U002666,S000555_02,2026-01-11 13:20:00,Flashcards,none,navi-pro,272,569,3841,success,1,0,4.0
I00000719,U004963,S000388_01,2026-01-11 13:22:00,Study Plan,none,navi-mini,323,163,1363,timeout,0,1,
I00001061,U003296,S000580_01,2026-01-11 13:35:00,Flashcards,flashcard_maker,navi-mini,314,441,3337,success,0,0,
I00000418,U002477,S000236_05,2026-01-11 13:47:00,Flashcards,none,navi-mini,100,565,2875,success,0,0,
I00000978,U001342,S000530_03,2026-01-11 13:49:00,Homework Help,calculator,navi-mini,448,620,4108,timeout,0,1,
I00001212,U002700,S000659_01,2026-01-11 14:10:00,Summarization,none,navi-mini,251,613,2480,success,1,0,
I00000368,U002241,S000205_04,2026-01-11 14:12:00,Summarization,none,navi-mini,283,336,1932,success,1,0,5.0
I00000244,U002303,S000143_04,2026-01-11 14:18:00,Flashcards,flashcard_maker,navi-mini,127,315,2380,success,1,0,
I00001244,U001136,S000681_01,2026-01-11 14:35:00,Homework Help,calculator,navi-mini,237,121,1583,success,1,0,
I00000850,U002162,S000468_02,2026-01-11 14:38:00,Study Plan,calendar_planner,navi-pro,402,856,5941,success,1,0,
I00000590,U000356,S000314_04,2026-01-11 14:49:00,Summarization,none,navi-mini,449,813,2890,success,0,1,5.0
I00000748,U003667,S000405_03,2026-01-11 15:38:00,Quiz Generation,none,navi-mini,788,343,3174,success,0,0,5.0
I00000234,U000342,S000139_02,2026-01-11 15:39:00,Quiz Generation,none,navi-mini,232,320,1418,success,1,0,
I00000289,U002498,S000175_08,2026-01-11 15:49:00,Study Plan,calendar_planner,navi-mini,387,614,4056,success,1,0,
I00000357,U000703,S000203_06,2026-01-11 15:55:00,Summarization,none,navi-mini,555,877,3642,success,1,0,
I00001245,U001136,S000681_02,2026-01-11 16:15:00,Summarization,document_reader,navi-pro,118,377,3199,success,1,0,
I00000671,U004256,S000368_03,2026-01-11 16:45:00,Flashcards,flashcard_maker,navi-mini,256,344,2354,success,0,0,4.0
I00001092,U003410,S000594_02,2026-01-11 17:09:00,Quiz Generation,quiz_generator,navi-mini,314,401,3246,success,1,0,
I00000783,U003975,S000425_04,2026-01-11 17:24:00,Summarization,none,navi-mini,230,261,1526,success,1,0,4.0
I00000986,U001124,S000533_01,2026-01-11 17:40:00,General Q&A,web_search,navi-mini,135,1056,4854,success,1,0,4.0
I00000216,U004003,S000135_07,2026-01-11 17:50:00,Flashcards,flashcard_maker,navi-mini,258,132,2025,success,0,0,
I00000906,U000037,S000490_03,2026-01-11 18:09:00,Homework Help,calculator,navi-mini,199,508,2695,success,0,0,
I00000589,U000356,S000314_03,2026-01-11 18:24:00,Homework Help,,navi-pro,108,651,3242,success,0,0,
I00000565,U002546,S000295_03,2026-01-11 18:47:00,Summarization,none,navi-pro,284,276,2000,success,1,0,
I00000820,U002269,S000450_03,2026-01-11 18:59:00,Study Plan,calendar_planner,navi-mini,247,193,2191,success,0,0,
I00001265,U000682,S000693_02,2026-01-11 19:16:00,Study Plan,calendar_planner,navi-mini,340,481,3445,success,1,0,4.0
I00000942,U004365,S000500_01,2026-01-11 19:25:00,Quiz Generation,quiz_generator,navi-pro,387,126,2486,success,1,0,4.0
I00001246,U001136,S000681_03,2026-01-11 19:29:00,Quiz Generation,none,navi-mini,233,822,2847,success,1,0,4.0
I00001158,U003998,S000639_02,2026-01-11 20:38:00,Quiz Generation,none,navi-pro,1103,485,4361,success,1,0,5.0
I00001159,U003998,S000639_03,2026-01-11 20:53:00,General Q&A,web_search,navi-mini,365,155,2012,success,0,0,
I00001022,U001084,S000553_02,2026-01-11 20:54:00,Summarization,none,navi-mini,307,270,1636,success,0,0,
I00001256,U002165,S000685_02,2026-01-11 21:07:00,Summarization,none,navi-mini,245,1240,4848,success,0,0,4.0
I00000058,U002987,S000033_06,2026-01-11 21:16:00,Homework Help,calculator,navi-mini,539,401,3127,success,0,0,
I00000696,U002930,S000381_05,2026-01-11 21:30:00,Flashcards,flashcard_maker,navi-mini,137,282,1820,success,0,0,
I00000173,U002908,S000125_05,2026-01-11 21:36:00,General Q&A,web_search,navi-mini,225,209,1892,success,1,0,4.0
I00001230,U004602,S000673_01,2026-01-11 21:46:00,Summarization,document_reader,navi-mini,315,452,2830,success,1,0,
I00000695,U002930,S000381_04,2026-01-11 22:12:00,Study Plan,none,navi-mini,90,472,2424,success,1,0,4.0
I00001139,U002067,S000621_01,2026-01-11 22:32:00,Quiz Generation,none,navi-mini,187,495,2221,success,1,0,
I00001236,U004206,S000679_01,2026-01-11 22:38:00,General Q&A,web_search,navi-pro,301,554,4073,success,1,0,5.0
I00000314,U004986,S000184_05,2026-01-11 22:42:00,Summarization,document_reader,navi-mini,272,278,3175,success,1,0,3.0
I00000977,U001342,S000530_02,2026-01-11 23:01:00,Homework Help,none,navi-mini,121,130,1073,success,1,0,
I00001376,U004596,S000744_01,2026-01-12 07:09:00,Study Plan,none,navi-mini,183,617,1927,success,1,0,
I00001348,U004918,S000733_01,2026-01-12 07:46:00,Homework Help,calculator,navi-pro,278,673,4218,success,1,0,4.0
I00000334,U004485,S000199_09,2026-01-12 08:06:00,Study Plan,none,navi-mini,189,510,2067,success,1,0,4.0
I00000527,U000085,S000279_07,2026-01-12 08:26:00,Homework Help,calculator,navi-mini,259,716,3236,success,1,0,
I00000796,U003615,S000438_03,2026-01-12 08:33:00,Flashcards,none,navi-mini,226,497,2341,success,1,0,
I00000684,U004885,S000376_03,2026-01-12 08:43:00,Homework Help,calculator,navi-mini,128,208,2006,success,1,0,
I00000660,U001332,S000358_03,2026-01-12 09:00:00,Flashcards,flashcard_maker,navi-mini,268,1099,4810,success,0,1,2.0
I00000121,U004414,S000094_02,2026-01-12 09:02:00,Summarization,none,navi-mini,296,548,2897,success,1,0,5.0
I00000962,U002068,S000524_02,2026-01-12 09:19:00,Homework Help,calculator,navi-mini,146,336,1982,success,1,0,
I00000526,U000085,S000279_06,2026-01-12 10:10:00,Quiz Generation,quiz_generator,navi-mini,301,467,3537,success,1,0,
I00000666,U000073,S000360_04,2026-01-12 10:40:00,Quiz Generation,quiz_generator,navi-mini,509,472,3976,success,0,0,
I00000200,U001533,S000131_06,2026-01-12 10:49:00,Homework Help,none,navi-mini,168,562,2219,success,1,0,
I00001251,U000639,S000684_01,2026-01-12 11:54:00,Homework Help,none,navi-pro,158,454,2425,success,0,0,
I00001283,U001676,S000705_01,2026-01-12 12:44:00,Homework Help,calculator,navi-mini,359,376,3218,success,0,0,
I00000426,U000161,S000239_03,2026-01-12 13:34:00,Homework Help,calculator,navi-mini,226,505,3500,success,1,0,5.0
I00000859,U000102,S000472_02,2026-01-12 13:50:00,Homework Help,none,navi-pro,284,311,2442,success,1,0,3.0
I00001349,U004918,S000733_02,2026-01-12 14:20:00,Quiz Generation,none,navi-mini,216,488,2029,success,1,0,4.0
I00000994,U001737,S000535_02,2026-01-12 14:44:00,Quiz Generation,quiz_generator,navi-pro,253,445,3616,timeout,0,1,
I00000315,U004986,S000184_06,2026-01-12 15:10:00,Quiz Generation,quiz_generator,navi-pro,403,397,5207,success,1,0,
I00000429,U002979,S000240_03,2026-01-12 15:24:00,Homework Help,calculator,navi-pro,309,328,4142,success,0,0,
I00000591,U000356,S000314_05,2026-01-12 15:47:00,General Q&A,none,navi-mini,87,556,2217,success,1,0,
I00000374,U001170,S000207_03,2026-01-12 16:13:00,Homework Help,none,navi-pro,314,550,3127,success,1,0,
I00001303,U001263,S000716_01,2026-01-12 16:14:00,Study Plan,calendar_planner,navi-mini,163,691,2986,timeout,0,1,
I00000620,U004780,S000333_03,2026-01-12 16:21:00,Summarization,document_reader,navi-mini,172,396,2129,success,1,0,4.0
I00000302,U004419,S000182_04,2026-01-12 16:33:00,Study Plan,calendar_planner,navi-mini,260,548,3025,timeout,0,1,
I00000235,U000342,S000139_03,2026-01-12 16:56:00,Quiz Generation,none,navi-mini,540,382,2143,success,1,0,3.0
I00001051,U003533,S000568_01,2026-01-12 16:58:00,Flashcards,none,navi-mini,262,415,1904,success,0,0,5.0
I00001190,U002884,S000654_01,2026-01-12 17:23:00,General Q&A,none,navi-mini,545,500,3144,success,1,0,4.0
I00001062,U003296,S000580_02,2026-01-12 17:41:00,Homework Help,calculator,navi-mini,286,247,2244,success,1,0,
I00000737,U004122,S000396_02,2026-01-12 17:49:00,Summarization,document_reader,navi-mini,227,465,2943,success,1,0,3.0
I00000880,U001572,S000478_02,2026-01-12 17:49:00,General Q&A,none,navi-pro,609,2020,8544,success,1,0,
I00000161,U002088,S000122_05,2026-01-12 18:17:00,Summarization,document_reader,navi-mini,277,742,3597,success,1,0,4.0
I00000491,U000956,S000265_03,2026-01-12 18:22:00,Summarization,document_reader,navi-pro,261,346,3732,success,1,0,4.0
I00001353,U004022,S000735_02,2026-01-12 18:42:00,General Q&A,web_search,navi-mini,167,551,3659,success,0,1,4.0
I00001361,U002739,S000739_01,2026-01-12 19:35:00,General Q&A,none,navi-mini,201,539,2157,success,1,0,5.0
I00000787,U001490,S000428_02,2026-01-12 19:42:00,Quiz Generation,quiz_generator,navi-mini,297,138,1964,success,0,0,
I00000088,U000135,S000072_03,2026-01-12 19:48:00,Homework Help,none,navi-mini,291,804,2936,success,1,0,5.0
I00000096,U000885,S000076_03,2026-01-12 20:01:00,Homework Help,none,navi-mini,320,217,1531,success,1,0,
I00000409,U004826,S000230_03,2026-01-12 20:17:00,Study Plan,calendar_planner,navi-pro,252,700,5101,success,1,0,3.0
I00001204,U001782,S000658_03,2026-01-12 20:26:00,Study Plan,none,navi-mini,300,682,2983,success,1,0,
I00000186,U002744,S000128_04,2026-01-12 20:40:00,Summarization,document_reader,navi-mini,178,549,3645,success,0,0,
I00001160,U003998,S000639_04,2026-01-12 21:03:00,Homework Help,none,navi-mini,790,168,1932,success,1,0,
I00000290,U002498,S000175_09,2026-01-12 21:21:00,Summarization,document_reader,navi-mini,262,547,4953,success,0,0,4.0
I00001412,U001192,S000764_02,2026-01-12 21:42:00,Quiz Generation,none,navi-mini,390,533,2539,success,1,0,4.0
I00001023,U001084,S000553_03,2026-01-12 21:52:00,Homework Help,calculator,navi-mini,226,895,4124,success,1,0,
I00000178,U004353,S000126_06,2026-01-12 22:23:00,Homework Help,calculator,navi-mini,192,566,3062,success,0,0,4.0
I00000784,U003975,S000425_05,2026-01-12 22:33:00,Summarization,document_reader,navi-mini,296,655,3436,success,0,0,4.0
I00001222,U002817,S000667_01,2026-01-12 22:47:00,Summarization,none,navi-mini,157,819,2236,success,0,1,2.0
I00000154,U001657,S000118_02,2026-01-13 07:01:00,Homework Help,calculator,navi-mini,433,519,4443,success,1,0,4.0
I00001342,U002306,S000732_02,2026-01-13 07:15:00,General Q&A,web_search,navi-mini,147,167,1489,success,0,1,3.0
I00000572,U002729,S000303_01,2026-01-13 07:57:00,Summarization,none,navi-pro,257,364,2371,success,1,0,5.0
I00001341,U002306,S000732_01,2026-01-13 08:38:00,Summarization,none,navi-mini,153,842,3187,success,1,0,
I00000393,U003954,S000214_06,2026-01-13 08:50:00,Quiz Generation,none,navi-mini,588,445,2620,success,1,0,
I00000580,U003303,S000310_02,2026-01-13 08:53:00,Homework Help,calculator,navi-mini,469,539,3414,success,0,0,4.0
I00000566,U002546,S000295_05,2026-01-13 09:18:00,Summarization,none,navi-mini,389,1267,4462,success,1,0,
I00000757,U000001,S000413_04,2026-01-13 09:24:00,Summarization,document_reader,navi-mini,446,1108,5667,success,1,0,
